case_id,State abv.,Areaname,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,median_family_income
3173,OH,"Akron, OH MSA",2p2c,10188,9352.21512,13849.3728,13287.2436,7080.19116,14512.6908,7083.36696,75353.0796,77541.41057
3173,OH,"Akron, OH MSA",2p3c,12828,11418.34356,14357.3388,15621.5136,8785.40628,16379.7432,7657.98408,87048.3276,77541.41057
3173,OH,"Akron, OH MSA",2p4c,12828,13973.316,14668.2888,17955.7848,9711.1728,16379.7432,7069.97676,92586.2808,77541.41057
3174,GA,"Albany, GA MSA",1p0c,7488,3182.99892,10238.85504,5149.47984,3866.5236,0,5757.9276,35683.7844,55237.98817
3174,GA,"Albany, GA MSA",1p1c,9132,4690.96656,10780.89912,7779.39696,5008.60584,6386.81172,5731.19124,49509.8736,55237.98817
3174,GA,"Albany, GA MSA",1p2c,9132,6873.0498,11464.40184,10409.313,5799.26076,10217.03544,5442.39444,59337.4572,55237.98817
3174,GA,"Albany, GA MSA",1p3c,11820,9168.95136,11932.10892,13039.2288,7605.12528,11395.56516,6630.37872,71591.3556,55237.98817
3174,GA,"Albany, GA MSA",1p4c,11820,11223.41676,12163.9392,15669.1464,8349.53832,11395.56516,6056.37492,76677.978,55237.98817
3174,GA,"Albany, GA MSA",2p0c,7740,5835.498,12240.7512,10298.95968,4918.93836,0,6754.00416,47788.1508,55237.98817
3174,GA,"Albany, GA MSA",2p1c,9132,7262.86452,12888.5088,12928.8768,5940.50616,6386.81172,7464.20724,62003.7768,55237.98817
3174,GA,"Albany, GA MSA",2p2c,9132,9198.26148,13330.6476,15558.7944,6641.77656,10217.03544,7025.88276,71104.4004,55237.98817
3174,GA,"Albany, GA MSA",2p3c,11820,11230.37772,13545.5052,18188.7084,8352.06084,11395.56516,7637.83596,82170.0528,55237.98817
3174,GA,"Albany, GA MSA",2p4c,11820,13743.2916,14174.9664,20818.626,9262.5894,11395.56516,7161.32004,88376.3556,55237.98817
3175,OR,"Albany, OR MSA",1p0c,9528,3247.41468,11009.33424,4604.37996,4629.0366,0,7442.6448,40460.8092,68382.50732
3175,OR,"Albany, OR MSA",1p1c,13596,4785.89976,11709.71928,6909.86424,6660.48708,9589.91964,9921.50388,63173.3964,68382.50732
3175,OR,"Albany, OR MSA",1p2c,13596,7012.14336,12550.392,9215.34816,7467.1428,17884.0824,12655.1484,80380.254,68382.50732
3175,OR,"Albany, OR MSA",1p3c,19092,9354.5076,13706.2776,11520.83208,10307.29104,20436.1332,17514.4224,101931.4692,68382.50732
3175,OR,"Albany, OR MSA",1p4c,19092,11450.54952,14070.7392,13826.316,11066.76996,20436.1332,17923.476,107865.984,68382.50732
3175,OR,"Albany, OR MSA",2p0c,10320,5953.59336,13145.076,9208.76004,5896.5648,0,8879.90988,53403.9024,68382.50732
3175,OR,"Albany, OR MSA",2p1c,13596,7409.84616,13938.9216,11514.24384,7611.24684,9589.91964,11960.64036,75620.8188,68382.50732
3175,OR,"Albany, OR MSA",2p2c,13596,9384.41088,15146.0796,13819.728,8326.7088,17884.0824,13626.696,91783.7052,68382.50732
3175,OR,"Albany, OR MSA",2p3c,19092,11457.65256,15486.4368,16125.2124,11069.34444,20436.1332,17205.3756,110872.1484,68382.50732
3175,OR,"Albany, OR MSA",2p4c,19092,14021.4216,15620.7252,18430.6968,11998.2978,20436.1332,17385.0156,116984.2848,68382.50732
3176,NY,"Albany-Schenectady-Troy, NY MSA",1p0c,9708,3679.23228,9954.05784,5668.53996,4850.72208,0,6768.18756,40628.7396,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",1p1c,13404,5422.29384,10916.94432,9494.8806,6821.5086,11005.0254,8919.95724,65984.6076,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",1p2c,13404,7944.56688,11922.85476,9944.42064,7735.42752,26901.1728,14066.9688,91919.4144,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",1p3c,16668,10598.4024,13169.358,10393.96068,9879.69288,31792.2948,18245.6088,110747.3208,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",1p4c,16668,12973.1616,13676.676,10843.50072,10740.16116,31792.2948,17592.9144,114286.7112,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",2p0c,10944,6745.25904,12296.8152,11337.0798,6409.51608,0,8231.43384,55964.1036,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",2p1c,13404,8395.15428,13253.994,15887.0196,7898.69316,11005.0254,11223.42192,81067.3068,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",2p2c,13404,10632.28128,14539.3092,16336.56,8709.29292,26901.1728,14475.0624,104997.6792,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",2p3c,16668,12981.2076,15022.3884,16786.1004,10743.07764,31792.2948,17486.0928,121479.168,95476.30918
3176,NY,"Albany-Schenectady-Troy, NY MSA",2p4c,16668,15885.888,15292.0272,17235.6396,11795.55756,31792.2948,16816.8912,125486.292,95476.30918
3177,NM,"Albuquerque, NM MSA",1p0c,7452,3221.06796,9490.17036,3476.37996,3867.2736,0,4569.05088,32075.9412,69364.11018
3177,NM,"Albuquerque, NM MSA",1p1c,11280,4747.07076,10404.91476,5221.39452,5807.2398,8799.4182,5597.33976,51857.3784,69364.11018
3177,NM,"Albuquerque, NM MSA",1p2c,11280,6955.25244,11922.72144,6966.40944,6607.35132,15440.6724,6239.4726,65411.8764,69364.11018
3177,NM,"Albuquerque, NM MSA",1p3c,16140,9278.61324,12749.6292,8711.42436,9210.1662,17484.1332,8844.7734,82418.742,69364.11018
3177,NM,"Albuquerque, NM MSA",1p4c,16140,11357.64912,13322.802,10456.43844,9963.48264,17484.1332,8386.55496,87111.0588,69364.11018
3177,NM,"Albuquerque, NM MSA",2p0c,9240,5905.29084,11817.01176,6952.76004,5487.73608,0,5293.98444,44696.7828,69364.11018
3177,NM,"Albuquerque, NM MSA",2p1c,11280,7349.72904,13381.1364,8697.77496,6750.2856,8799.4182,7107.08208,63365.4252,69364.11018
3177,NM,"Albuquerque, NM MSA",2p2c,11280,9308.2734,14181.7644,10442.78904,7459.94316,15440.6724,7355.74224,75469.1832,69364.11018
3177,NM,"Albuquerque, NM MSA",2p3c,16140,11364.69432,14736.3048,12187.8036,9966.03516,17484.1332,8739.95292,90618.9252,69364.11018
3177,NM,"Albuquerque, NM MSA",2p4c,16140,13907.6616,15087.3996,13932.8184,10887.45192,17484.1332,8055.43728,95494.9044,69364.11018
3178,LA,"Alexandria, LA MSA",1p0c,6480,2978.13132,10728.57132,5545.47984,3427.05396,0,5142.5958,34301.8332,58290.55052
3178,LA,"Alexandria, LA MSA",1p1c,9828,4389.04176,11311.96068,8372.157,5151.3948,5782.28064,5609.47668,50444.3088,58290.55052
3178,LA,"Alexandria, LA MSA",1p2c,9828,6430.6794,11960.91576,11198.8338,5891.1606,9385.596,5586.53508,60281.7192,58290.55052
3178,LA,"Alexandria, LA MSA",1p3c,13020,8578.80912,12381.9648,14025.5112,7826.1006,10494.30756,7291.13304,73617.8256,58290.55052
3178,LA,"Alexandria, LA MSA",1p4c,13020,10501.04376,13104.0372,16852.188,8522.6016,10494.30756,7198.31256,79692.492,58290.55052
3178,LA,"Alexandria, LA MSA",2p0c,7800,5459.90772,12705.5244,11090.95968,4804.58748,0,6362.16792,48223.1484,58290.55052
3178,LA,"Alexandria, LA MSA",2p1c,9828,6795.40428,13314.8784,13917.6372,6023.3148,5782.28064,7176.71484,62838.228,58290.55052
3178,LA,"Alexandria, LA MSA",2p2c,9828,8606.23392,13707.9216,16744.314,6679.4502,9385.596,6905.64036,71857.1544,58290.55052
3178,LA,"Alexandria, LA MSA",2p3c,13020,10507.55712,14492.8584,19570.992,8524.96212,10494.30756,7791.20292,84401.8824,58290.55052
3178,LA,"Alexandria, LA MSA",2p4c,13020,12858.7308,14462.808,22397.6676,9376.8852,10494.30756,7226.03904,89836.4412,58290.55052
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",1p0c,9456,3454.48164,9336.75444,4680.69612,4677.97704,0,5798.74032,37404.6504,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",1p1c,13668,5091.06588,10736.37888,7036.3074,6797.14968,10606.78716,7835.25804,61770.9492,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",1p2c,13668,7459.26264,11771.25444,9391.9182,7655.24052,20181.9444,10105.18728,80232.8088,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",1p3c,17688,9950.98536,12557.4672,11747.53056,10014.69432,23128.1472,13499.5476,98586.3756,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",1p4c,17688,12180.6792,13085.9796,14103.1416,10822.60032,23128.1472,13647.546,104656.0896,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",2p0c,10692,6333.21684,12133.4376,9361.39236,6168.90744,0,7311.9456,52000.8984,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",2p1c,13668,7882.32492,13121.5176,11717.00316,7808.532,10606.78716,9587.33568,74391.504,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",2p2c,13668,9982.79448,13874.6868,14072.6148,8569.61568,20181.9444,10753.8516,91103.508,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",2p3c,17688,12188.2344,14379.8748,16428.2256,10825.3374,23128.1472,12976.4292,107614.242,81129.97748
3179,PA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",2p4c,17688,14915.478,15285.738,18783.8364,11813.52612,23128.1472,13092.288,114707.016,81129.97748
3180,NJ,"Warren County, NJ HUD Metro FMR Area",1p0c,11256,3683.16984,10869.48048,4672.53996,5413.05024,0,6285.60132,42179.8416,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",1p1c,15336,5428.0968,11805.95136,7183.09932,7523.6514,9920.5584,7681.33224,64878.6912,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",1p2c,15336,7953.06888,12729.7188,9693.65916,8438.54808,17596.1412,9558.86724,81306.006,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",1p3c,19080,10609.7454,13918.1424,12204.2184,10757.76564,19957.8588,13238.9376,99766.6644,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",1p4c,19080,12987.0456,14327.5932,14714.7768,11619.156,19957.8588,13532.7348,106219.1604,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",2p0c,12444,6752.47776,13188.5244,9345.0798,6955.64136,0,7437.01176,56122.734,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",2p1c,15336,8404.13892,14059.9068,11855.63892,8601.9888,9920.5584,9417.85176,77596.0836,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",2p2c,15336,10643.66016,15286.7796,14366.1984,9413.45508,17596.1412,10455.38304,93097.6176,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",2p3c,19080,12995.1,15671.3544,16876.758,11622.07392,19957.8588,12827.8752,109031.016,103354.1488
3180,NJ,"Warren County, NJ HUD Metro FMR Area",2p4c,19080,15902.8884,15843.1368,19387.3188,12675.6792,19957.8588,12893.922,115740.8088,103354.1488
3181,PA,"Altoona, PA MSA",1p0c,6888,3185.16324,10100.3694,3508.53996,3649.90428,0,4813.1484,32145.126,66065.98776
3181,PA,"Altoona, PA MSA",1p1c,9672,4694.15664,10797.03,5281.74204,5205.4248,8951.85936,5606.61324,50208.8256,66065.98776
3181,PA,"Altoona, PA MSA",1p2c,9672,6877.72488,12070.2072,7054.94388,5996.6184,17033.0496,6430.656,65135.2032,66065.98776
3181,PA,"Altoona, PA MSA",1p3c,12036,9175.18728,12634.7904,8828.14596,7685.64912,19519.5708,7769.47632,77648.8188,66065.98776
3181,PA,"Altoona, PA MSA",1p4c,12036,11231.05008,12944.112,10601.34816,8430.56988,19519.5708,7167.63276,81930.2808,66065.98776
3181,PA,"Altoona, PA MSA",2p0c,7764,5839.46628,12214.9452,7017.0798,4929.07212,0,5732.08992,43496.6544,66065.98776
3181,PA,"Altoona, PA MSA",2p1c,9672,7267.80396,13524.3036,8790.282,6137.95932,8951.85936,7101.21456,61445.4204,66065.98776
3181,PA,"Altoona, PA MSA",2p2c,9672,9204.51636,14056.7124,10563.48408,6839.70624,17033.0496,7622.39868,74991.8676,66065.98776
3181,PA,"Altoona, PA MSA",2p3c,12036,11238.01536,14343.9696,12336.6852,8433.093,19519.5708,8130.98436,86038.3188,66065.98776
3181,PA,"Altoona, PA MSA",2p4c,12036,13752.6372,14431.4004,14109.888,9344.24052,19519.5708,7320.87528,90514.6116,66065.98776
3182,TX,"Amarillo, TX HUD Metro FMR Area",1p0c,7548,3233.41776,9988.2444,5437.47984,3906.5328,0,4467.66612,34581.3396,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",1p1c,10872,4765.27152,10759.28976,8210.4954,5666.00028,6796.281,4576.31652,51645.6564,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",1p2c,10872,6981.91992,12135.7452,10983.51048,6469.17924,11486.72976,4403.21484,63332.2968,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",1p3c,14832,9314.18772,12807.6564,13756.5252,8749.11624,12929.9448,5709.28128,78098.7132,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",1p4c,14832,11401.19604,13232.1948,16529.5416,9505.32132,12929.9448,5481.20328,83911.4004,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",2p0c,8460,5927.9322,12271.0476,10874.95968,5213.31552,0,5439.72252,48186.978,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",2p1c,10872,7377.90816,13697.7072,13647.9756,6612.66132,6796.281,6189.9726,65194.506,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",2p2c,10872,9343.96212,14342.4156,16420.9908,7325.04048,11486.72976,5771.81256,75562.9512,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",2p3c,14832,11408.26752,14747.6772,19194.0048,9507.88404,12929.9448,6385.29708,89005.0776,72001.29385
3182,TX,"Amarillo, TX HUD Metro FMR Area",2p4c,14832,13960.986,14955.9048,21967.0212,10432.83468,12929.9448,5795.34372,94874.0328,72001.29385
3183,TX,"Oldham County, TX HUD Metro FMR Area",1p0c,8544,3143.66268,12256.0464,5413.47984,4234.9014,0,5160.89832,38752.9896,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",1p1c,12300,4632.99504,13583.6004,8174.57076,6135.49188,7052.01924,5572.75776,57451.4352,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",1p2c,12300,6788.11152,14342.9628,10935.6606,6916.37628,11918.96556,5510.1954,68712.2748,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",1p3c,15300,9055.64136,14843.9472,13696.7508,8825.00904,13416.4872,6689.36724,81827.2032,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",1p4c,15300,11084.71656,15081.2868,16457.8416,9560.22288,13416.4872,6372.73464,87273.2928,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",2p0c,9576,5763.38232,14871.8352,10826.95968,5558.06328,0,6201.86724,52798.1076,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",2p1c,12300,7173.10908,15587.4636,13588.05,7055.87544,7052.01924,6963.20724,69719.7252,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",2p2c,12300,9084.58812,16058.4072,16349.142,7748.48004,11918.96556,6545.00028,80004.5796,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",2p3c,15300,11091.59184,16274.8752,19110.2316,9562.71456,13416.4872,6868.6956,91624.5936,76931.86098
3183,TX,"Oldham County, TX HUD Metro FMR Area",2p4c,15300,13573.4496,16284.5364,21871.3212,10461.98952,13416.4872,6265.83624,97173.6216,76931.86098
3184,IA,"Ames, IA MSA",1p0c,8988,3205.9134,10387.00344,4741.34988,4418.33568,0,6188.38848,37928.9916,90880.26598
3184,IA,"Ames, IA MSA",1p1c,10836,4724.73744,11159.6016,7290.26952,5638.26888,9751.71684,7588.88304,56989.476,90880.26598
3184,IA,"Ames, IA MSA",1p2c,10836,6922.53,11990.19432,9839.18844,6434.61552,15002.8344,8537.63676,69562.998,90880.26598
3184,IA,"Ames, IA MSA",1p3c,15384,9234.96024,12583.008,12388.1076,8920.4202,16618.5624,12169.3356,87298.3944,90880.26598
3184,IA,"Ames, IA MSA",1p4c,15384,11304.21612,13431.9576,14937.0264,9670.19316,16618.5624,12662.304,94008.258,90880.26598
3184,IA,"Ames, IA MSA",2p0c,9024,5877.50868,12650.544,9482.69976,5399.4042,0,6940.73076,49374.8904,90880.26598
3184,IA,"Ames, IA MSA",2p1c,10836,7315.1514,13439.748,12031.6188,6576.87816,9751.71684,9093.5274,69044.6424,90880.26598
3184,IA,"Ames, IA MSA",2p2c,10836,9264.48048,14003.376,14580.5388,7283.19648,15002.8344,9483.46872,80453.8944,90880.26598
3184,IA,"Ames, IA MSA",2p3c,15384,11311.22748,14909.736,17129.4576,9672.73392,16618.5624,11423.6484,96449.3676,90880.26598
3184,IA,"Ames, IA MSA",2p4c,15384,13842.2328,15029.7432,19678.3764,10589.8176,16618.5624,11510.10936,102652.8396,90880.26598
3185,AK,"Anchorage, AK HUD Metro FMR Area",1p0c,10524,3227.59128,10104.23736,6008.37996,4982.74404,0,5410.51176,40257.4632,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",1p1c,14640,4754.07864,11174.22732,9011.46972,7027.23924,12327.9144,7084.06272,66018.99,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",1p2c,14640,6722.19876,12296.334,12014.5596,7740.36696,23881.6104,9714.99972,87010.0668,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",1p3c,20952,9058.17852,13653.2664,15017.6484,10873.87056,27436.5936,14390.328,111381.8904,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",1p4c,20952,11149.69332,14243.118,18020.7396,11631.70968,27436.5936,14489.8752,117923.73,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",2p0c,11112,5917.251,12621.1272,12016.7604,6170.3694,0,6452.0742,54289.5816,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",2p1c,14640,7362.12672,13693.1328,15019.8504,7972.2378,12327.9144,8651.82792,79667.0856,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",2p2c,14640,9091.75416,15092.8896,18022.9392,8598.95064,23881.6104,10147.6956,99475.8396,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",2p3c,20952,11160.44532,15658.338,21026.0292,11635.60548,27436.5936,13330.5864,121199.604,104803.0003
3185,AK,"Anchorage, AK HUD Metro FMR Area",2p4c,20952,13704.87,15995.4,24029.118,12557.55,27436.5936,13425.3444,128100.876,104803.0003
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",1p0c,8796,3539.10168,12075.3384,6080.37996,4469.49384,0,5433.0546,40393.368,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",1p1c,12240,5212.91748,13074.5628,9119.24412,6323.8806,11304.86796,6680.63304,63956.1036,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",1p2c,12240,7370.99052,14075.5128,12158.1096,7105.8354,21899.7696,8882.625,83732.8416,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",1p3c,17520,9932.42652,15372.6216,15196.9728,9947.09616,25159.7376,13027.3356,106156.1952,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",1p4c,17520,12225.804,15836.7588,18235.8384,10778.0772,25159.7376,13176.9072,112933.1256,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",2p0c,9300,6488.35332,14365.6776,12160.7604,5720.74296,0,6491.96124,54527.496,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",2p1c,12240,8072.6814,15308.7036,15199.6248,7360.0854,11304.86796,8340.32808,77826.2928,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",2p2c,12240,9969.2424,16638.6912,18238.488,8047.28472,21899.7696,9535.10964,96568.5876,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",2p3c,17520,12237.594,17074.9296,21277.3536,10782.35004,25159.7376,12083.9376,116135.9064,93137.22962
3186,AK,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",2p4c,17520,15027.5928,17291.1456,24316.2192,11793.27612,25159.7376,12198.0156,123305.988,93137.22962
3187,MI,"Ann Arbor, MI MSA",1p0c,12348,3517.16784,9747.936,4117.34988,5748.57564,0,6177.28488,41656.3152,104837.9124
3187,MI,"Ann Arbor, MI MSA",1p1c,15168,5183.45028,10646.50776,6356.22216,7374.13332,9333.68484,7946.52324,62008.524,104837.9124
3187,MI,"Ann Arbor, MI MSA",1p2c,15168,7594.62084,11589.05196,8595.09444,8247.79464,20600.7756,11098.70292,82894.0428,104837.9124
3187,MI,"Ann Arbor, MI MSA",1p3c,19116,10131.55956,12784.3464,10833.96684,10597.54392,24067.5744,14927.0388,102458.0268,104837.9124
3187,MI,"Ann Arbor, MI MSA",1p4c,19116,12401.7144,13253.3652,13072.8396,11420.11008,24067.5744,14901.5316,108233.1324,104837.9124
3187,MI,"Ann Arbor, MI MSA",2p0c,12516,6448.1418,12054.3384,8234.69976,6871.4568,0,7533.47676,53658.1116,104837.9124
3187,MI,"Ann Arbor, MI MSA",2p1c,15168,8025.36108,12954.0852,10473.57204,8403.8694,9333.68484,9750.95292,74109.5268,104837.9124
3187,MI,"Ann Arbor, MI MSA",2p2c,15168,10163.94648,14191.9872,12712.4448,9178.76364,20600.7756,11452.25028,93468.1704,104837.9124
3187,MI,"Ann Arbor, MI MSA",2p3c,19116,12409.4064,14639.3376,14951.3172,11422.89768,24067.5744,13954.7808,110561.3208,104837.9124
3187,MI,"Ann Arbor, MI MSA",2p4c,19116,15186.1392,14881.1292,17190.1884,12429.0192,24067.5744,13714.9056,116584.9572,104837.9124
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p0c,5784,3091.78752,10394.19504,5497.47984,3216.04764,0,5221.63068,33205.14,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p1c,8676,4556.54328,11066.93484,8300.30712,4794.672,5121.92544,5594.46096,48110.8452,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p2c,8676,6676.09716,11810.26248,11103.13476,5562.6702,13183.9848,6732.01176,63744.1644,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p3c,11328,8906.20824,12324.9444,13905.9624,7331.65212,15664.6188,8682.46068,78143.8476,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p4c,11328,10901.8008,12600.066,16708.7904,8054.73336,15664.6188,8568.46068,83826.4692,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p0c,6588,5668.2774,12475.332,10994.95968,4440.93276,0,6620.92968,46788.4308,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p1c,8676,7054.74168,13176.9372,13797.7872,5699.86812,5121.92544,7528.60908,61055.8716,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p2c,8676,8934.67752,13665.1968,16600.614,6381.04248,13183.9848,8529.18756,75970.7052,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p3c,11328,10908.56256,13923.2532,19403.4432,8057.1834,15664.6188,9568.70292,88853.766,60733.68011
3188,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p4c,11328,13349.4672,14618.4216,22206.27,8941.6194,15664.6188,9408.39036,95516.7888,60733.68011
3189,WI,"Appleton, WI MSA",1p0c,7104,3172.00128,10068.91704,4993.34988,3723.40068,0,5078.92968,34140.5976,86246.48666
3189,WI,"Appleton, WI MSA",1p1c,9636,4674.75876,11476.33812,7667.48076,5185.3524,10105.218,6956.25,55701.3984,86246.48666
3189,WI,"Appleton, WI MSA",1p2c,9636,6849.30324,12483.8448,10341.6108,5973.2754,16020.9624,7904.99196,69209.988,86246.48666
3189,WI,"Appleton, WI MSA",1p3c,13236,9137.27196,13246.9308,13015.7412,8106.71856,17841.192,10819.39824,85403.25,86246.48666
3189,WI,"Appleton, WI MSA",1p4c,13236,11184.63864,13756.6884,15689.8728,8848.56084,17841.192,11079.75804,91636.7112,86246.48666
3189,WI,"Appleton, WI MSA",2p0c,7428,5815.33596,12856.5648,9986.69976,4798.5828,0,5627.16792,46512.3516,86246.48666
3189,WI,"Appleton, WI MSA",2p1c,9636,7237.77096,13819.5708,12660.8304,6114.03264,10105.218,8057.26536,67630.6872,86246.48666
3189,WI,"Appleton, WI MSA",2p2c,9636,9166.48092,14551.422,15334.962,6812.8806,16020.9624,8609.79708,80132.508,86246.48666
